	accountNumber	customerId	creditLimit	availableMoney	transactionDateTime	transactionAmount	merchantName	acqCountry	merchantCountryCode	posEntryMode	posConditionCode	merchantCategoryCode	currentExpDate	accountOpenDate	dateOfLastAddressChange	cardCVV	enteredCVV	cardLast4Digits	transactionType	isFraud	echoBuffer	currentBalance	merchantCity	merchantState	merchantZip	cardPresent	posOnPremises	recurringAuthInd	expirationDateKeyInMatch	currentBalanceDiff
43761	973191329	973191329	15000.0	2792.61	2016-03-06 18:03:02	269.5	Uber	US	US	05	08	rideshare	09/2022	2015-07-18	2016-01-29	366	366	354	REVERSAL	0.0		12207.39				0.0			0.0	269.5
43767	973191329	973191329	15000.0	11005.93	2016-04-06 21:20:13	5.46	Lyft	US	US	05	01	rideshare	08/2026	2015-07-18	2016-01-29	366	366	354	REVERSAL	0.0		3994.07				0.0			0.0	5.460000000000036
43774	973191329	973191329	15000.0	2492.08	2016-05-05 04:55:30	532.66	Lyft	US	US	05	01	rideshare	05/2029	2015-07-18	2016-01-29	366	366	354	REVERSAL	0.0		12507.92				0.0			0.0	532.6599999999999
43779	973191329	973191329	15000.0	6270.95	2016-06-11 04:51:46	491.47	Uber	US	US	05	01	rideshare	08/2025	2015-07-18	2016-05-13	366	366	354	REVERSAL	0.0		8729.05				0.0			0.0	491.46999999999935
43787	973191329	973191329	15000.0	4645.18	2016-08-10 18:07:54	15.72	Lyft	US	US	05	01	rideshare	12/2021	2015-07-18	2016-07-29	941	941	125	REVERSAL	0.0		10354.82				0.0			0.0	15.719999999999345
43800	973191329	973191329	15000.0	2572.85	2016-10-18 23:44:39	167.82	Lyft	US	US	09	01	rideshare	12/2021	2015-07-18	2016-09-13	366	366	354	REVERSAL	0.0		12427.15				0.0			0.0	167.8199999999997
43802	973191329	973191329	15000.0	994.52	2016-10-21 18:18:16	239.28	Uber	US	US	02	01	rideshare	01/2025	2015-07-18	2016-09-13	941	941	125	REVERSAL	0.0		14005.48				0.0			0.0	239.27999999999884
43807	973191329	973191329	15000.0	10179.16	2016-11-15 01:57:42	323.13	Lyft	US	US	05	08	rideshare	11/2029	2015-07-18	2016-09-13	366	366	354	REVERSAL	0.0		4820.84				0.0			0.0	323.1300000000001
43808	973191329	973191329	15000.0	7363.68	2016-11-24 09:28:17	67.53	Lyft	US	US	09	08	rideshare	08/2028	2015-07-18	2016-09-13	366	366	354	REVERSAL	0.0		7636.32				0.0			0.0	67.52999999999975
43809	973191329	973191329	15000.0	2509.9	2016-12-02 22:17:42	353.24	Uber	US	US	09	08	rideshare	03/2021	2015-07-18	2016-09-13	941	941	125	REVERSAL	0.0		12490.1				0.0			0.0	353.2399999999998
43817	322756763	322756763	10000.0	9997.45	2016-03-02 02:34:11	2.55	Dinosaur Drive in	US	US	05	01	food	02/2028	2014-12-19	2014-12-19	467	467	549	REVERSAL	0.0		2.55				1.0			0.0	2.55
43836	695929629	695929629	10000.0	9562.53	2016-02-27 03:23:11	437.47	1st Restaurant	US	US	05	08	food	10/2027	2015-09-16	2015-09-16	456	456	5761	REVERSAL	0.0		437.47				1.0			0.0	437.47
43839	695929629	695929629	10000.0	9949.27	2016-09-23 05:10:21	55.38	Texas Gas #791036	US	US	05	01	fuel	07/2026	2015-09-16	2015-09-16	456	456	5761	PURCHASE	0.0		50.73				1.0			0.0	50.73
43840	695929629	695929629	10000.0	9949.27	2016-10-20 22:16:16	58.23	Texas Gas #791036	US	US	05	01	fuel	07/2026	2015-09-16	2015-09-16	456	456	5761	PURCHASE	0.0		50.73				1.0			0.0	50.73
43841	695929629	695929629	10000.0	9949.27	2016-11-17 04:48:50	50.5	Texas Gas #791036	US	US	05	01	fuel	07/2026	2015-09-16	2015-09-16	456	456	5761	PURCHASE	0.0		50.73				1.0			0.0	50.73
43844	708905498	708905498	250.0	102.41	2016-02-24 18:48:39	57.26	Lyft	US	US	09	01	rideshare	08/2028	2015-01-22	2015-01-22	140	140	2932	PURCHASE	0.0		147.59				0.0			0.0	147.59
43848	708905498	708905498	250.0	188.54	2016-06-17 08:55:51	75.16	Mobil Gas #445483	US	US	05	01	fuel	01/2023	2015-01-22	2015-01-22	140	140	2932	PURCHASE	0.0		61.46				1.0			0.0	61.46
43853	708905498	708905498	250.0	188.44	2016-10-22 15:39:45	76.2	Mobil Gas #445483	US	US	05	01	fuel	01/2023	2015-01-22	2015-01-22	140	140	2932	PURCHASE	0.0		61.56				1.0			0.0	61.56
43854	708905498	708905498	250.0	181.99	2016-11-20 11:23:36	75.2	Mobil Gas #445483	US	US	05	01	fuel	01/2023	2015-01-22	2015-01-22	140	140	2932	PURCHASE	0.0		68.01				1.0			0.0	68.01
43855	708905498	708905498	250.0	174.39	2016-12-19 10:44:43	74.87	Mobil Gas #445483	US	US	05	01	fuel	01/2023	2015-01-22	2015-01-22	140	140	2932	PURCHASE	0.0		75.61				1.0			0.0	75.61
43901	442093538	442093538	2500.0	262.82	2016-07-23 00:19:44	12.93	Burger King #972301	US	US	05	01	fastfood	11/2021	2015-01-21	2016-02-26	761	761	1683	REVERSAL	0.0		2237.18				1.0			0.0	12.929999999999836
43942	211909403	211909403	7500.0	3289.58	2016-04-09 13:50:00	17.32	Wendys #196000	US	US	05	01	fastfood	03/2031	2015-12-29	2015-12-29	777	777	5272	REVERSAL	0.0		4210.42				0.0			0.0	17.31999999999971
43958	211909403	211909403	7500.0	4690.93	2016-07-08 12:15:41	318.24	Wendys #42630	US	US	02	01	fastfood	09/2026	2015-12-29	2016-06-12	777	777	5272	REVERSAL	0.0		2809.07				1.0			0.0	318.24000000000024
43967	211909403	211909403	7500.0	747.86	2016-08-13 07:56:36	38.96	Wendys #760583	US	US	02	01	fastfood	10/2019	2015-12-29	2016-06-12	777	777	5272	REVERSAL	0.0		6752.14				1.0			0.0	38.960000000000036
43969	211909403	211909403	7500.0	4893.96	2016-08-13 21:25:17	51.18	Wendys #192176	US	US	05	01	fastfood	10/2023	2015-12-29	2016-06-12	777	777	5272	REVERSAL	0.0		2606.04				1.0			0.0	51.179999999999836
43980	211909403	211909403	7500.0	1967.39	2016-10-13 08:50:24	34.45	Domino's Pizza #163814	US	US	09	01	fastfood	01/2026	2015-12-29	2016-09-22	830	830	5105	REVERSAL	0.0		5532.61				1.0			0.0	34.44999999999982
43981	211909403	211909403	7500.0	1188.7	2016-10-15 21:38:29	348.88	Cinnabon #893789	US	US	09	01	fastfood	03/2031	2015-12-29	2016-09-22	777	777	5272	REVERSAL	0.0		6311.3				1.0			0.0	348.8800000000001
43983	211909403	211909403	7500.0	1511.78	2016-10-19 20:27:33	128.23	Wendys #436638	US	US	02	01	fastfood	09/2023	2015-12-29	2016-09-22	830	830	5105	REVERSAL	0.0		5988.22				1.0			0.0	128.23000000000047
43994	211909403	211909403	7500.0	6548.75	2016-12-28 16:26:56	251.5	Quizno's #956655	US	US	05	01	fastfood	11/2022	2015-12-29	2016-09-22	777	777	5272	REVERSAL	0.0		951.25				1.0			0.0	251.5
44005	209204606	209204606	500.0	499.44	2016-02-26 11:13:04	0.56	West End Beauty #542603	US	US	05	01	personal care	10/2026	2014-05-14	2014-05-14	454	454	6566	REVERSAL	0.0		0.56				1.0			0.0	0.56
44011	209204606	209204606	500.0	213.68	2016-03-30 02:54:43	88.93	Universe Massage #859227	US	US	09	01	personal care	11/2027	2014-05-14	2014-05-14	984	984	5862	REVERSAL	0.0		286.32				1.0			0.0	88.93
44145	785637183	785637183	250.0	57.99	2016-05-22 07:30:57	192.01	walmart.com	US	US	09	01	online_retail	04/2028	2014-05-08	2014-05-08	721	721	7874	REVERSAL	0.0		192.01				0.0			0.0	192.01
44258	478717274	478717274	7500.0	6581.05	2016-06-12 00:49:07	112.26	Hardee's #601816	US	US	05	08	fastfood	11/2022	2013-03-15	2013-03-15	626	626	5837	REVERSAL	0.0		918.95				1.0			0.0	112.25999999999999
44292	937106980	937106980	15000.0	1211.85	2016-02-17 11:30:58	309.46	Lyft	US	US	02	01	rideshare	02/2024	2014-03-23	2014-03-23	312	312	92	REVERSAL	0.0		13788.15				0.0			0.0	309.4599999999991
44298	937106980	937106980	15000.0	3103.86	2016-04-17 00:12:32	54.91	cheapfast.com	US	US	02	01	online_retail	11/2023	2014-03-23	2014-03-23	312	312	92	REVERSAL	0.0		11896.14				0.0			0.0	54.909999999999854
44299	937106980	937106980	15000.0	1861.9	2016-04-21 17:27:38	67.51	Uber	US	US	02	01	rideshare	09/2028	2014-03-23	2014-03-23	312	312	92	REVERSAL	0.0		13138.1				0.0			0.0	67.51000000000022
44303	937106980	937106980	15000.0	6583.11	2016-05-14 12:51:18	94.06	AMC #128743	US	US	05	01	entertainment	02/2020	2014-03-23	2014-03-23	312	312	92	REVERSAL	0.0		8416.89				1.0			0.0	94.05999999999949
44309	937106980	937106980	15000.0	8476.79	2016-06-21 17:19:39	40.09	Regal Cinemas #729464	US	US	02	01	entertainment	11/2026	2014-03-23	2014-03-23	312	312	92	REVERSAL	0.0		6523.21				1.0			0.0	40.090000000000146
44321	937106980	937106980	15000.0	2069.47	2016-10-25 10:58:06	67.64	Lyft	US	US	05	01	rideshare	12/2027	2014-03-23	2016-10-12	312	312	92	REVERSAL	0.0		12930.53				0.0			0.0	67.64000000000124
44323	937106980	937106980	15000.0	2226.12	2016-11-13 18:43:26	142.71	Uber	US	US	02	01	rideshare	10/2022	2014-03-23	2016-11-13	312	312	92	REVERSAL	0.0		12773.88				0.0			0.0	142.70999999999913
44326	937106980	937106980	15000.0	809.73	2016-12-02 12:41:36	165.29	Uber	US	US	09	01	rideshare	09/2029	2014-03-23	2016-11-13	312	312	92	REVERSAL	0.0		14190.27				0.0			0.0	165.29000000000087
44329	937106980	937106980	15000.0	4102.82	2016-12-09 12:10:20	118.05	sears.com	US	US	05	01	online_retail	05/2025	2014-03-23	2016-11-13	312	312	92	REVERSAL	0.0		10897.18				0.0			0.0	118.05000000000109
44333	190118209	190118209	7500.0	4576.07	2016-04-20 04:52:04	8.09	discount.com	US	US	05	08	online_retail	12/2019	2013-11-25	2013-11-25	784	784	6581	REVERSAL	0.0		2923.93				0.0			0.0	8.08999999999969
44382	219702215	219702215	5000.0	4726.53	2016-08-28 18:53:34	239.94	Lyft	US	US	02	01	rideshare	04/2026	2014-05-14	2014-05-14	588	588	241	PURCHASE	0.0		273.47				0.0			0.0	273.47
44385	780744360	780744360	2500.0	1053.66	2016-01-24 08:29:00	136.15	ebay.com	US	US		01	online_retail	02/2031	2012-10-11	2012-10-11	816	816	9474	REVERSAL	0.0		1446.34				0.0			0.0	136.14999999999986
44389	780744360	780744360	2500.0	855.08	2016-04-24 01:02:43	69.94	staples.com	US	US	90	01	online_retail	03/2031	2012-10-11	2012-10-11	628	628	5586	REVERSAL	0.0		1644.92				0.0			0.0	69.94000000000005
44423	293446786	293446786	5000.0	1125.39	2016-04-20 11:00:44	317.59	Uber	US	US	09	08	rideshare	03/2026	2012-01-07	2012-01-07	469	469	8469	REVERSAL	0.0		3874.61				0.0			0.0	317.59000000000015
44434	293446786	293446786	5000.0	377.48	2016-07-22 07:34:52	176.57	Lyft	US	US	02	01	rideshare	07/2018	2012-01-07	2016-07-03	141	141	5038	REVERSAL	0.0		4622.52				0.0			0.0	176.57000000000062
44469	566166406	566166406	15000.0	13819.52	2016-05-20 05:22:18	273.84	WSC #263580	US	US	05	01	health	07/2030	2015-11-16	2016-04-04	939	969	2524	REVERSAL	0.0		1180.48				1.0			0.0	273.84000000000003
44474	566166406	566166406	15000.0	14721.04	2016-09-04 15:17:34	253.61	South Restaurant	US	US	09	01	food	07/2024	2015-11-16	2016-04-04	939	939	2524	REVERSAL	0.0		278.96				0.0			0.0	253.60999999999999
44478	566166406	566166406	15000.0	14926.68	2016-12-02 02:25:25	65.65	Blue Mountain Online Services	US	US	05	01	online_gifts	09/2018	2015-11-16	2016-04-04	939	939	2524	REVERSAL	0.0		73.32				0.0			0.0	65.64999999999999
44491	600069165	600069165	15000.0	10877.32	2016-05-13 04:25:35	45.61	San Francisco Post	US	US	02	01	subscriptions	03/2020	2015-07-15	2015-07-15	794	794	8461	REVERSAL	0.0		4122.68				0.0			0.0	45.61000000000013
44506	317570116	317570116	5000.0	2731.8	2016-04-25 10:35:03	22.79	1st Sandwitch Bar #941288	US	US	05	01	food	11/2030	2015-03-21	2015-03-21	742	742	0000	REVERSAL	0.0		2268.2				1.0			0.0	22.789999999999964
44510	563485359	563485359	250.0	64.69	2016-02-17 13:57:07	292.38	ebay.com	US	US	02	01	online_retail	03/2030	2015-04-14	2015-04-14	716	716	9751	REVERSAL	0.0		185.31				0.0			0.0	185.31
44569	709440089	709440089	1000.0	954.82	2016-08-25 10:19:35	44.36	Shell Gas #477124	US	US	09	01	fuel	11/2018	2015-03-02	2015-03-02	902	902	8722	PURCHASE	0.0		45.18				1.0			0.0	45.18
44571	709440089	709440089	1000.0	958.48	2016-10-21 19:04:49	41.52	Shell Gas #477124	US	US	09	01	fuel	11/2018	2015-03-02	2015-03-02	902	902	8722	PURCHASE	0.0		41.52				1.0			0.0	41.52
44572	709440089	709440089	1000.0	956.09	2016-11-19 01:01:17	41.52	Shell Gas #477124	US	US	09	01	fuel	11/2018	2015-03-02	2015-03-02	902	902	8722	PURCHASE	0.0		43.91				1.0			0.0	43.91
44586	223537107	223537107	7500.0	5941.43	2016-01-14 23:39:02	43.98	Taco Bell #395016	US	US	02	01	fastfood	09/2018	2013-09-25	2013-09-25	929	929	551	REVERSAL	0.0		1558.57				1.0			0.0	43.98000000000002
44598	223537107	223537107	7500.0	6740.22	2016-11-11 11:14:03	63.4	Arbys #50355	US	US	09	08	fastfood	12/2022	2013-09-25	2013-09-25	929	929	551	REVERSAL	0.0		759.78				1.0			0.0	63.39999999999998
44634	320919386	320919386	15000.0	7960.62	2016-08-20 17:40:18	169.89	EZ Putt Putt #551896	US	US	05	08	entertainment	04/2028	2010-08-12	2010-08-12	245	245	7633	REVERSAL	0.0		7039.38				1.0			0.0	169.89000000000033
44687	461128521	461128521	500.0	494.29	2016-09-28 14:14:47	5.71	Uber	US	US	05	01	rideshare	05/2022	2014-08-14	2014-08-14	130	130	2057	REVERSAL	0.0		5.71				0.0			0.0	5.71
44760	287364530	287364530	50000.0	49928.0	2016-03-01 23:12:45	40.11	Convenient Auto Services	US	US	09	01	auto	02/2021	2013-12-27	2013-12-27	839	839	5766	REVERSAL	0.0		72.0				1.0			0.0	40.11
44802	843311163	843311163	5000.0	668.4	2016-08-21 11:16:23	69.47	sears.com	US	US	09	01	online_retail	02/2027	2007-12-15	2007-12-15	320	320	2144	REVERSAL	0.0		4331.6				0.0			0.0	69.47000000000025
44869	289130459	289130459	2500.0	147.61	2016-09-24 16:14:42	36.17	34th BBQ #192302	US	US	02	01	food	07/2018	2008-12-10	2016-06-13	542	542	0000	REVERSAL	0.0		2352.39				1.0			0.0	36.17000000000007
44892	177821713	177821713	20000.0	10269.65	2016-10-10 18:29:10	99.75	Renaissance Hotel #01626	US	US	02	01	hotels	10/2028	2013-07-21	2013-07-21	463	463	2603	REVERSAL	0.0		9730.35				1.0			0.0	99.75
44915	823810482	823810482	7500.0	5834.28	2016-11-12 15:48:37	148.47	target.com	US	US	09	08	online_retail	07/2018	2012-07-14	2012-07-14	847	847	6400	REVERSAL	0.0		1665.72				0.0			0.0	148.47000000000003
44918	703733318	703733318	15000.0	7202.47	2016-01-12 22:01:29	168.75	discount.com	US	US	09	01	online_retail	08/2026	2015-01-22	2015-01-22	537	037	1947	REVERSAL	0.0		7797.53				0.0			0.0	168.75
44930	703733318	703733318	15000.0	14027.23	2016-03-06 07:41:08	313.56	discount.com	US	US	05	08	online_retail	05/2025	2015-01-22	2015-01-22	537	537	1947	REVERSAL	0.0		972.77				0.0			0.0	313.55999999999995
44932	703733318	703733318	15000.0	9797.15	2016-03-17 00:01:42	6.38	amazon.com	US	US	05	01	online_retail	03/2024	2015-01-22	2015-01-22	537	537	1947	REVERSAL	0.0		5202.85				0.0			0.0	6.380000000000109
44950	703733318	703733318	15000.0	7693.58	2016-06-24 14:00:06	330.24	discount.com	US	US	05	01	online_retail	04/2023	2015-01-22	2016-06-07	537	537	1947	REVERSAL	0.0		7306.42				0.0			0.0	330.2399999999998
44954	703733318	703733318	15000.0	871.16	2016-07-25 05:18:10	403.39	sears.com	US	US	05	01	online_retail	12/2019	2015-01-22	2016-06-07	537	537	1947	REVERSAL	0.0		14128.84				0.0			0.0	403.3899999999994
44967	703733318	703733318	15000.0	5980.66	2016-08-29 05:14:59	67.68	gap.com	US	US	09	08	online_retail	02/2025	2015-01-22	2016-08-14	537	537	1947	REVERSAL	0.0		9019.34				0.0			0.0	67.68000000000029
44985	703733318	703733318	15000.0	2735.94	2016-12-09 18:21:23	233.88	amazon.com	US	US	05	08	online_retail	03/2021	2015-01-22	2016-10-24	537	537	1947	REVERSAL	0.0		12264.06				0.0			0.0	233.8799999999992
45002	938877375	938877375	2500.0	2288.88	2016-06-07 10:22:15	154.81	EZ Putt Putt #40513	US	US	02	01	entertainment	01/2026	2015-08-12	2015-08-12	336	336	7448	REVERSAL	0.0		211.12				1.0			0.0	154.81
45004	938877375	938877375	2500.0	1162.32	2016-07-22 16:54:21	21.35	EZ Putt Putt #551896	US	US	05	01	entertainment	10/2024	2015-08-12	2015-08-12	336	336	7448	REVERSAL	0.0		1337.68				1.0			0.0	21.350000000000136
45021	697474932	697474932	10000.0	9382.96	2016-04-26 08:27:14	342.79	williamssonoma.com	US	US	05	01	furniture	09/2029	2014-05-12	2014-05-12	177	177	9368	REVERSAL	0.0		617.04				1.0			0.0	342.78999999999996
45046	906168404	906168404	5000.0	3518.39	2016-11-24 00:57:25	60.17	Lyft	US	US	05	01	rideshare	08/2024	2015-07-30	2015-07-30	455	455	2891	REVERSAL	0.0		1481.61				0.0			0.0	60.169999999999845
45062	847355164	847355164	15000.0	2614.76	2016-05-04 17:34:16	24.41	Delta Airlines	US	US	09	01	airline	12/2028	2013-11-01	2013-11-01	688	688	1537	REVERSAL	0.0		12385.24				0.0			0.0	24.409999999999854
45070	847355164	847355164	15000.0	9882.54	2016-11-05 13:14:21	8.09	Starbucks #516830	US	US	09	01	fastfood	10/2028	2013-11-01	2013-11-01	688	688	1537	REVERSAL	0.0		5117.46				1.0			0.0	8.090000000000146
45072	847355164	847355164	15000.0	6563.3	2016-12-10 23:33:37	31.99	EZ Putt Putt #551896	US	US	02	01	entertainment	04/2031	2013-11-01	2013-11-01	688	688	1537	REVERSAL	0.0		8436.7				1.0			0.0	31.9900000000016
45154	340309583	340309583	250.0	38.76	2016-04-08 00:08:43	5.23	Lyft	US	US	05	01	rideshare	01/2020	2014-11-10	2016-03-21	887	887	9565	REVERSAL	0.0		211.24				0.0			0.0	5.230000000000018
45266	340309583	340309583	250.0	87.61	2016-09-16 18:32:52	122.06	In-N-Out #80487	US	US	02	01	fastfood	01/2032	2014-11-10	2016-05-24	945	945	1275	REVERSAL	0.0		162.39				1.0			0.0	122.05999999999999
45296	340309583	340309583	250.0	81.89	2016-10-28 15:13:58	61.28	Auntie Anne's #19289	US	US	02	01	fastfood	11/2031	2014-11-10	2016-05-24	887	887	9565	REVERSAL	0.0		168.11				1.0			0.0	61.280000000000015
45356	174872751	174872751	15000.0	14967.63	2016-03-26 18:03:58	26.17	Mobil Gas #400276	US	US	09	01	fuel	02/2025	2012-10-03	2012-10-03	688	688	325	PURCHASE	0.0		32.37				1.0			0.0	32.37
45359	174872751	174872751	15000.0	14973.83	2016-06-18 22:20:23	29.05	Mobil Gas #400276	US	US	09	01	fuel	02/2025	2012-10-03	2012-10-03	688	688	325	PURCHASE	0.0		26.17				1.0			0.0	26.17
45361	174872751	174872751	15000.0	14969.1	2016-08-27 18:59:52	26.17	Mobil Gas #400276	US	US	09	01	fuel	02/2025	2012-10-03	2012-10-03	688	688	325	PURCHASE	0.0		30.9				1.0			0.0	30.9
45363	174872751	174872751	15000.0	14973.83	2016-10-23 08:55:47	26.17	Mobil Gas #400276	US	US	09	01	fuel	02/2025	2012-10-03	2012-10-03	688	688	325	PURCHASE	0.0		26.17				1.0			0.0	26.17
45372	222889816	222889816	20000.0	3396.18	2016-09-15 10:12:07	215.62	Ray's Fries #61396	US	US	09	01	food	04/2022	2015-02-16	2015-02-16	330	330	3865	REVERSAL	0.0		16603.82				1.0			0.0	215.61999999999898
45379	912085145	912085145	10000.0	9392.18	2016-01-10 18:13:04	205.64	ebay.com	US	US	05	01	online_retail	05/2025	2015-08-15	2015-08-15	732	732	9327	REVERSAL	0.0		607.82				0.0			0.0	205.64000000000004
45386	912085145	912085145	10000.0	8517.75	2016-07-30 01:46:18	56.24	Burger King #38116	US	US	05	08	fastfood	02/2027	2015-08-15	2015-08-15	732	732	9327	REVERSAL	0.0		1482.25				1.0			0.0	56.24000000000001
45425	253849882	253849882	250.0	31.2	2016-09-10 13:12:00	89.19	Franks Pub #829873	US	US	90	01	food	06/2030	2015-03-11	2016-01-18	380	380	9693	REVERSAL	0.0		218.8				1.0			0.0	89.19
45460	241012960	241012960	10000.0	8600.33	2016-01-14 05:58:11	73.94	Shake Shack #129374	US	US	05	01	fastfood	04/2028	2015-12-04	2015-12-04	982	982	9024	REVERSAL	0.0		1399.67				1.0			0.0	73.94000000000005
45463	241012960	241012960	10000.0	9156.0	2016-02-11 12:28:49	87.82	Quizno's #819734	US	US	02	01	fastfood	02/2022	2015-12-04	2015-12-04	786	786	1227	REVERSAL	0.0		844.0				1.0			0.0	87.82000000000005
45470	241012960	241012960	10000.0	8355.72	2016-07-15 02:08:34	288.15	KFC #20504	US	US	05	01	fastfood	05/2019	2015-12-04	2016-03-29	786	786	1227	REVERSAL	0.0		1644.28				1.0			0.0	288.14999999999986
45481	426119843	426119843	15000.0	10141.98	2016-05-01 05:53:39	173.99	gap.com	US	US	09	08	online_retail	05/2028	2015-10-04	2015-10-04	286	286	2399	REVERSAL	0.0		4858.02				0.0			0.0	173.9900000000007
45488	426119843	426119843	15000.0	2445.31	2016-09-10 17:46:15	242.62	Lyft	US	US	02	01	rideshare	10/2026	2015-10-04	2016-07-26	286	286	2399	REVERSAL	0.0		12554.69				0.0			0.0	242.6200000000008
45490	426119843	426119843	15000.0	4041.59	2016-10-22 14:11:23	65.05	Lyft	US	US	09	01	rideshare	08/2030	2015-10-04	2016-07-26	675	675	3640	REVERSAL	0.0		10958.41				0.0			0.0	65.04999999999927
45513	863184460	863184460	5000.0	4262.77	2016-02-03 03:56:38	221.61	EZ Putt Putt #40513	US	US	05	01	entertainment	11/2024	2015-12-05	2015-12-05	837	837	3702	REVERSAL	0.0		737.23				1.0			0.0	221.61
45518	863184460	863184460	5000.0	2767.93	2016-02-12 17:28:23	19.1	Regal Cinemas #729464	US	US	09	99	entertainment	06/2023	2015-12-05	2015-12-05	837	837	3702	REVERSAL	0.0		2232.07				1.0			0.0	19.100000000000364
45533	863184460	863184460	5000.0	1766.78	2016-04-26 17:20:42	37.71	EZ Putt Putt #69446	US	US	02	01	entertainment	09/2031	2015-12-05	2015-12-05	837	837	3702	REVERSAL	0.0		3233.22				1.0			0.0	37.70999999999958
45536	863184460	863184460	5000.0	3279.34	2016-05-04 16:54:29	98.5	EZ Putt Putt #40513	US	US	90	08	entertainment	10/2026	2015-12-05	2015-12-05	837	837	3702	REVERSAL	0.0		1720.66				1.0			0.0	98.5
45550	863184460	863184460	5000.0	2586.97	2016-06-18 01:20:47	106.4	AMC #692956	US	US	09	01	entertainment	10/2027	2015-12-05	2015-12-05	837	837	3702	REVERSAL	0.0		2413.03				1.0			0.0	106.40000000000009
45558	863184460	863184460	5000.0	1774.24	2016-07-12 23:12:39	80.63	sears.com	US	US	09	01	online_retail	04/2023	2015-12-05	2015-12-05	837	837	3702	REVERSAL	0.0		3225.76				0.0			0.0	80.63000000000011
45574	863184460	863184460	5000.0	1234.89	2016-10-11 03:47:49	12.39	AMC #74121	US	US	02	01	entertainment	04/2030	2015-12-05	2016-09-10	837	837	3702	REVERSAL	0.0		3765.11				1.0			0.0	12.390000000000327
45578	863184460	863184460	5000.0	399.72	2016-10-20 07:48:45	96.31	EZ Putt Putt #503815	US	US	09	01	entertainment	03/2029	2015-12-05	2016-09-10	837	837	3702	REVERSAL	0.0		4600.28				1.0			0.0	96.30999999999949
45640	932507954	932507954	15000.0	14940.21	2016-11-20 09:54:29	52.85	Texas Gas #147149	US	US	02	01	fuel	08/2020	2015-11-15	2015-11-15	237	237	8247	PURCHASE	0.0		59.79				1.0			0.0	59.79
45689	989540612	989540612	7500.0	1793.39	2016-03-11 11:54:48	26.85	Wayfair.com	US	US	02	08	furniture	07/2025	2013-12-31	2013-12-31	752	752	8464	REVERSAL	0.0		5706.61				1.0			0.0	26.849999999999454
45702	983112170	983112170	10000.0	8299.45	2016-03-09 02:20:28	24.82	Quizno's #148005	US	US	05	01	fastfood	12/2023	2014-03-05	2014-03-05	332	332	1226	REVERSAL	0.0		1700.55				1.0			0.0	24.819999999999936
45708	195460379	195460379	2500.0	2290.58	2016-02-03 21:09:17	209.42	Popeyes #849712	US	US	02	01	fastfood	08/2030	2014-11-25	2014-11-25	207	207	9664	REVERSAL	0.0		209.42				1.0			0.0	209.42
45737	379497421	379497421	5000.0	1795.25	2016-05-18 01:26:14	304.13	target.com	US	US	09	08	online_retail	05/2030	2012-01-12	2012-01-12	215	215	8620	REVERSAL	0.0		3204.75				0.0			0.0	304.1300000000001
