	accountNumber	customerId	creditLimit	availableMoney	transactionDateTime	transactionAmount	merchantName	acqCountry	merchantCountryCode	posEntryMode	posConditionCode	merchantCategoryCode	currentExpDate	accountOpenDate	dateOfLastAddressChange	cardCVV	enteredCVV	cardLast4Digits	transactionType	isFraud	echoBuffer	currentBalance	merchantCity	merchantState	merchantZip	cardPresent	posOnPremises	recurringAuthInd	expirationDateKeyInMatch	currentBalanceDiff	transactionAmountDiff
8377	945032483	945032483	1000.0	129.15	2016-03-19 06:33:47	67.97	staples.com	US	US	09	08	online_retail	01/2019	2014-12-14	2014-12-14	941	941	7410	PURCHASE	0.0		870.85				0.0			0.0	67.97000000000003	0.0
8378	945032483	945032483	1000.0	87.56	2016-05-11 05:01:50	1.98	cheapfast.com	US	US	05	01	online_retail	06/2030	2014-12-14	2014-12-14	941	941	7410	PURCHASE	0.0		912.44				0.0			0.0	1.9800000000000182	0.0
8379	341357703	341357703	7500.0	5765.09	2016-08-01 01:21:25	94.05	Quizno's #819603	US	US	05	01	fastfood	04/2031	2012-07-24	2012-07-24	565	565	731	PURCHASE	0.0		1734.91				1.0			0.0	94.05000000000018	0.0
8387	420700127	420700127	5000.0	4588.22	2016-11-01 15:49:19	219.2	In-N-Out #983418	US	US	02	01	fastfood	06/2030	2015-11-05	2016-04-25	289	289	7598	PURCHASE	0.0		411.78				1.0			0.0	219.19999999999996	0.0
8388	420700127	420700127	5000.0	4369.02	2016-11-01 15:50:12	219.2	In-N-Out #983418	US	US	02	01	fastfood	06/2030	2015-11-05	2016-04-25	289	289	7598	PURCHASE	0.0		630.98				1.0			0.0	219.20000000000005	0.0
8395	655395896	655395896	10000.0	4516.16	2016-05-17 18:20:45	261.09	Uber	US	US	05	01	rideshare	01/2019	2013-10-23	2013-10-23	585	585	9211	PURCHASE	0.0		5483.84				0.0			0.0	261.09000000000015	0.0
8418	245947913	245947913	10000.0	6485.74	2016-06-12 05:19:38	302.14	Best Deli #316476	US	US	05	01	food	07/2023	2011-02-22	2011-02-22	414	414	9489	PURCHASE	0.0		3514.26				1.0			0.0	302.1400000000003	0.0
8421	693510906	693510906	5000.0	4247.87	2016-07-20 22:07:06	45.12	Shake Shack #130406	US	US	05	01	fastfood	12/2024	2014-01-06	2014-01-06	936	936	1464	PURCHASE	0.0		752.13				1.0			0.0	45.120000000000005	0.0
8423	538205066	538205066	7500.0	5810.83	2016-03-31 01:29:53	818.37	staples.com	US	US	05	01	online_retail	03/2028	2013-03-13	2013-03-13	822	822	7111	PURCHASE	0.0		1689.17				0.0			0.0	818.3700000000001	0.0
8426	399062706	399062706	500.0	288.96	2016-10-08 19:38:43	24.1	apple.com	US	US	09	08	online_retail	01/2029	2007-08-18	2007-08-18	311	311	5754	PURCHASE	0.0		211.04				0.0			0.0	24.099999999999994	0.0
8431	395608555	395608555	10000.0	8759.0	2016-08-19 14:11:57	271.92	Starbucks #293687	US	US	02	01	fastfood	08/2030	2013-01-18	2013-01-18	203	203	1295	PURCHASE	0.0		1241.0				1.0			0.0	271.91999999999996	0.0
8438	537209016	537209016	2500.0	521.71	2016-07-29 18:02:12	84.24	staples.com			05	08	online_retail	10/2024	2015-07-06	2015-07-06	926	926	4538	PURCHASE	0.0		1978.29				0.0			0.0	84.24000000000001	0.0
8440	567275898	567275898	20000.0	18729.11	2016-01-27 09:26:03	559.55	Quizno's #995977	US	US	05	01	fastfood	10/2018	2015-06-10	2015-06-10	399	399	6917	PURCHASE	0.0		1270.89				1.0			0.0	559.5500000000001	0.0
8442	567275898	567275898	20000.0	10660.44	2016-09-20 20:46:09	267.24	apple.com	US	US	09	01	online_retail	10/2022	2015-06-10	2015-06-10	399	399	6917	PURCHASE	0.0		9339.56				0.0			0.0	267.2399999999998	0.0
8446	715267095	715267095	50000.0	34274.58	2016-07-25 22:06:31	33.85	Downtown Sandwitch Bar	US	US	05	01	food	01/2028	2014-03-07	2016-06-12	467	467	329	PURCHASE	0.0		15725.42				1.0			0.0	33.850000000000364	0.0
8447	715267095	715267095	50000.0	34240.73	2016-07-25 22:08:17	33.85	Downtown Sandwitch Bar	US	US	05	01	food	01/2028	2014-03-07	2016-06-12	467	467	329	PURCHASE	0.0		15759.27				1.0			0.0	33.850000000000364	0.0
8448	307714396	307714396	20000.0	8929.96	2016-08-21 12:58:57	215.09	West End Beauty #234021	US	US	05	01	personal care	07/2022	2015-04-24	2015-04-24	522	522	6079	PURCHASE	1.0		11070.04				1.0			0.0	215.09000000000015	0.0
8449	611492059	611492059	20000.0	19875.59	2016-06-01 21:36:14	22.17	Universe Massage #126753	US	US	09	01	personal care	04/2021	2015-07-21	2015-07-21	155	155	6758	PURCHASE	0.0		124.41				1.0			0.0	22.17	0.0
8509	278064853	278064853	500.0	500.0	2016-01-24 03:31:53	356.08	discount.com	US	US	02	01	online_retail	07/2028	2013-08-24	2016-01-03	676	676	7267	PURCHASE	0.0		0.0				0.0			0.0	-218.01	0.0
8511	278064853	278064853	500.0	230.4	2016-01-28 17:25:15	63.42	apple.com	US	US	02	01	online_retail	10/2027	2013-08-24	2016-01-03	676	676	7267	PURCHASE	0.0		269.6				0.0			0.0	63.420000000000016	0.0
8512	278064853	278064853	500.0	166.98	2016-01-28 17:26:44	63.42	apple.com	US	US	02	01	online_retail	10/2027	2013-08-24	2016-01-03	676	676	7267	PURCHASE	0.0		333.02				0.0			0.0	63.41999999999996	0.0
8522	278064853	278064853	500.0	409.98	2016-03-06 08:09:46	17.3	alibaba.com	US	US	05	01	online_retail	10/2019	2013-08-24	2016-01-03	676	676	7267	PURCHASE	0.0		90.02				0.0			0.0	17.299999999999997	0.0
8523	278064853	278064853	500.0	184.29	2016-03-06 17:55:21	27.86	Dinosaur Sandwitch Bar #160554	US	US	02	01	food	06/2020	2013-08-24	2016-01-03	676	676	7267	PURCHASE	0.0		315.71				1.0			0.0	27.859999999999957	0.0
8526	278064853	278064853	500.0	394.86	2016-03-09 13:21:34	250.41	discount.com	US	US	05	01	online_retail	11/2021	2013-08-24	2016-01-03	676	676	7267	PURCHASE	0.0		105.14				0.0			0.0	-234.03000000000003	0.0
8532	278064853	278064853	500.0	84.95	2016-04-03 20:00:12	28.31	apple.com	US	US	09	01	online_retail	08/2020	2013-08-24	2016-03-30	676	676	7267	PURCHASE	0.0		415.05				0.0			0.0	28.310000000000002	0.0
8542	278064853	278064853	500.0	168.82	2016-05-02 21:01:57	73.84	sears.com	US	US	05	01	online_retail	10/2025	2013-08-24	2016-04-11	676	676	7267	PURCHASE	0.0		331.18				0.0			0.0	-152.44	0.0
8545	278064853	278064853	500.0	500.0	2016-05-03 17:36:36	30.11	oldnavy.com	US	US	02	01	online_retail	01/2028	2013-08-24	2016-04-11	676	676	7267	PURCHASE	0.0		0.0				0.0			0.0	-452.83	0.0
8548	278064853	278064853	500.0	500.0	2016-05-13 18:25:59	162.66	Downtown Diner	US	US	05	01	food	12/2020	2013-08-24	2016-04-11	676	676	7267	PURCHASE	0.0		0.0				1.0			0.0	-322.87	0.0
8549	278064853	278064853	500.0	387.35	2016-05-17 12:17:33	227.74	amazon.com	US	US	05	08	online_retail	02/2024	2013-08-24	2016-04-11	676	676	7267	PURCHASE	0.0		112.65				0.0			0.0	-329.86	0.0
8551	278064853	278064853	500.0	428.1	2016-05-23 14:27:34	382.31	walmart.com	US	US	02	08	online_retail	04/2026	2013-08-24	2016-04-11	676	676	7267	PURCHASE	0.0		71.9				0.0			0.0	-266.78	0.0
8553	278064853	278064853	500.0	191.44	2016-05-27 17:22:19	150.45	ebay.com	US	US	09	01	online_retail	07/2023	2013-08-24	2016-04-11	676	676	7267	PURCHASE	0.0		308.56				0.0			0.0	-149.41000000000003	0.0
8564	278064853	278064853	500.0	409.94	2016-07-02 17:31:28	97.83	gap.com	US	US	02	01	online_retail	11/2030	2013-08-24	2016-06-19	676	676	7267	PURCHASE	0.0		90.06				0.0			0.0	-97.82999999999998	0.0
8573	278064853	278064853	500.0	382.32	2016-08-04 11:27:02	54.07	alibaba.com	US	US	02	01	online_retail	11/2021	2013-08-24	2016-06-19	676	676	7267	PURCHASE	0.0		117.68				0.0			0.0	54.07000000000001	0.0
8581	278064853	278064853	500.0	130.62	2016-09-04 21:18:51	228.05	discount.com	US	US	05	01	online_retail	04/2019	2013-08-24	2016-06-19	676	676	7267	PURCHASE	0.0		369.38				0.0			0.0	228.04999999999998	0.0
8582	278064853	278064853	500.0	500.0	2016-09-05 13:21:47	127.59	staples.com	US	US	02	01	online_retail	11/2021	2013-08-24	2016-06-19	676	676	7267	PURCHASE	0.0		0.0				0.0			0.0	-387.26	0.0
8585	278064853	278064853	500.0	500.0	2016-09-11 01:40:22	151.42	discount.com	US	US	05	01	online_retail	04/2020	2013-08-24	2016-06-19	676	676	7267	PURCHASE	0.0		0.0				0.0			0.0	-365.45	0.0
8589	278064853	278064853	500.0	122.51	2016-09-17 12:37:55	9.27	oldnavy.com	US	US	05	01	online_retail	08/2021	2013-08-24	2016-06-19	676	676	7267	PURCHASE	0.0		377.49				0.0			0.0	9.269999999999982	0.0
8597	278064853	278064853	500.0	267.69	2016-11-13 17:53:26	105.75	amazon.com	US	US	05	01	online_retail	08/2020	2013-08-24	2016-11-06	676	676	7267	PURCHASE	0.0		232.31				0.0			0.0	105.75	0.0
8598	278064853	278064853	500.0	320.27	2016-11-17 10:10:58	22.38	Renaissance Hotel #01626	US	US	09	01	hotels	01/2023	2013-08-24	2016-11-06	676	676	7267	PURCHASE	0.0		179.73				1.0			0.0	22.379999999999995	0.0
8608	278064853	278064853	500.0	167.02	2016-12-30 20:13:50	35.46	walmart.com	US	US	02	01	online_retail	03/2021	2013-08-24	2016-12-20	676	676	7267	PURCHASE	0.0		332.98				0.0			0.0	35.460000000000036	0.0
8609	605041898	605041898	5000.0	4752.8	2016-01-08 23:20:17	247.2	staples.com	US	US	05	01	online_retail	11/2020	2015-03-25	2015-03-25	934	934	0000	PURCHASE	0.0		247.2				0.0			0.0	247.2	0.0
8621	749467329	749467329	2500.0	1276.63	2016-07-17 01:49:13	154.96	Arbys #740782	US	US	05	01	fastfood	01/2032	2010-03-19	2010-03-19	986	986	2699	PURCHASE	0.0		1223.37				1.0			0.0	-1092.9	0.0
8631	834778769	834778769	5000.0	767.22	2016-03-30 00:01:57	47.66	Next Day eCards	US	US	05	01	online_gifts	12/2023	2015-03-07	2015-03-07	600	600	0000	PURCHASE	0.0		4232.78				0.0			0.0	47.659999999999854	0.0
8632	834778769	834778769	5000.0	4056.05	2016-04-01 15:21:52	194.15	Next Day eCards	US	US	05	01	online_gifts	04/2021	2015-03-07	2015-03-07	600	600	0000	PURCHASE	0.0		943.95				0.0			0.0	194.1500000000001	0.0
8635	834778769	834778769	5000.0	3454.44	2016-08-10 03:12:22	115.11	Fresh eCards	US	US	05	01	online_gifts	04/2021	2015-03-07	2016-07-18	600	600	0000	PURCHASE	0.0		1545.56				0.0			0.0	115.1099999999999	0.0
8640	332071511	332071511	2500.0	1440.2	2016-06-03 13:30:08	206.63	cheapfast.com	US	US	02	08	online_retail	04/2031	2008-09-19	2008-09-19	965	965	8816	PURCHASE	0.0		1059.8				0.0			0.0	206.63	0.0
8642	383612009	383612009	20000.0	19883.35	2016-06-04 04:16:14	52.09	cheapfast.com	US	US	05	01	online_retail	10/2018	2014-10-23	2014-10-23	350	350	9190	PURCHASE	0.0		116.65				0.0			0.0	52.09	0.0
8643	213714813	213714813	7500.0	2208.22	2016-04-18 01:41:56	246.3	target.com	US	US	09	01	online_retail	07/2020	2014-08-14	2014-08-14	237	237	9639	PURCHASE	0.0		5291.78				0.0			0.0	246.30000000000018	0.0
8647	315052170	315052170	10000.0	3633.4	2016-06-01 09:54:43	153.8	Dinosaur Sandwitch Bar #160554	US	US	02	01	food	08/2024	2015-02-09	2015-02-09	132	132	2937	PURCHASE	0.0		6366.6				1.0			0.0	153.80000000000018	0.0
8654	982360792	982360792	1000.0	461.1	2016-12-05 15:27:54	122.1	West End Beauty #26875	US	US	05	01	personal care	06/2028	2009-03-04	2016-10-24	421	421	4705	PURCHASE	0.0		538.9				1.0			0.0	122.09999999999997	0.0
8657	833270526	833270526	500.0	-279.62	2016-03-23 10:49:25	546.37	alibaba.com	US	US	05	08	online_retail	07/2030	2012-04-18	2016-01-28	564	564	3545	PURCHASE	0.0		779.62				0.0			0.0	373.05	0.0
8658	833270526	833270526	500.0	220.78	2016-03-24 03:44:41	70.23	Fresh Flowers	US	US	09	01	online_gifts	12/2029	2012-04-18	2016-01-28	564	564	3545	PURCHASE	0.0		279.22				0.0			0.0	70.23000000000002	0.0
8659	833270526	833270526	500.0	124.07	2016-04-09 08:09:05	56.98	sears.com	US	US	05	08	online_retail	05/2020	2012-04-18	2016-04-02	564	564	3545	PURCHASE	0.0		375.93				0.0			0.0	56.98000000000002	0.0
8663	833270526	833270526	500.0	236.29	2016-07-10 05:31:10	103.09	gap.com	US	US	09	08	online_retail	07/2028	2012-04-18	2016-04-02	564	564	3545	PURCHASE	0.0		263.71				0.0			0.0	103.08999999999997	0.0
8670	833270526	833270526	500.0	109.01	2016-09-29 07:03:30	81.67	target.com	US	US	05	08	online_retail	04/2022	2012-04-18	2016-04-02	564	564	3545	PURCHASE	0.0		390.99				0.0			0.0	-39.139999999999986	0.0
8671	833270526	833270526	500.0	120.97	2016-10-09 09:25:51	89.9	Fresh Flowers	US	US	05	01	online_gifts	12/2020	2012-04-18	2016-04-02	564	564	3545	PURCHASE	0.0		379.03				0.0			0.0	89.89999999999998	0.0
8675	265227455	265227455	5000.0	4719.03	2016-01-03 19:19:42	12.09	KFC #20504	US	US	02	01	fastfood	01/2025	2015-09-03	2015-09-03	920	920	1087	PURCHASE	0.0		280.97				1.0			0.0	12.090000000000032	0.0
8678	447957199	447957199	5000.0	1806.29	2016-02-03 00:58:40	174.12	86th Massage	US	US	02	01	personal care	11/2031	2014-12-09	2014-12-09	104	104	2100	PURCHASE	0.0		3193.71				1.0			0.0	174.1199999999999	0.0
8680	447957199	447957199	5000.0	1833.88	2016-02-18 16:57:32	36.28	Universe Massage #418883	US	US	09	01	personal care	05/2025	2014-12-09	2014-12-09	104	104	2100	PURCHASE	0.0		3166.12				1.0			0.0	36.279999999999745	0.0
8681	447957199	447957199	5000.0	692.35	2016-03-21 13:32:44	122.0	amazon.com	US	US	05	01	online_retail	06/2026	2014-12-09	2014-12-09	104	134	2100	PURCHASE	0.0		4307.65				0.0			0.0	122.0	0.0
8685	447957199	447957199	5000.0	723.46	2016-06-24 12:47:13	139.32	Universe Massage #70014	US	US	02	01	personal care	10/2028	2014-12-09	2016-06-14	104	104	2100	PURCHASE	0.0		4276.54				1.0			0.0	139.3199999999997	0.0
8688	447957199	447957199	5000.0	852.13	2016-07-20 20:24:32	240.79	West End Massage	US	US	05	01	personal care	05/2021	2014-12-09	2016-06-14	104	104	2100	PURCHASE	0.0		4147.87				1.0			0.0	-240.78999999999996	0.0
8689	447957199	447957199	5000.0	4380.01	2016-09-05 13:41:07	149.9	Universe Massage #126753	US	US	09	01	personal care	08/2024	2014-12-09	2016-06-14	104	104	2100	PURCHASE	0.0		619.99				1.0			0.0	149.90000000000003	0.0
8691	447957199	447957199	5000.0	358.34	2016-10-31 05:50:46	19.57	Universe Massage #763717	US	US	09	01	personal care	04/2030	2014-12-09	2016-06-14	104	104	2100	PURCHASE	0.0		4641.66				1.0			0.0	19.56999999999971	0.0
8706	590267163	590267163	20000.0	19981.66	2016-01-05 22:25:46	18.34	AMC #128743	US	US	05	01	entertainment	06/2019	2015-07-22	2015-07-22	642	642	1264	PURCHASE	0.0		18.34				1.0			0.0	18.34	0.0
8709	590267163	590267163	20000.0	19217.68	2016-03-01 00:26:46	391.16	AMC #191138	US	US	05	01	entertainment	06/2019	2015-07-22	2015-07-22	642	642	1264	PURCHASE	0.0		782.32				1.0			0.0	391.16	0.0
8716	960262187	960262187	15000.0	11371.59	2016-04-25 20:10:24	85.9	Wendys #348172	US	US	05	01	fastfood	07/2025	2015-10-07	2015-10-07	489	489	1806	PURCHASE	0.0		3628.41				1.0			0.0	85.89999999999964	0.0
8725	376927990	376927990	7500.0	6960.3	2016-04-02 03:08:41	534.12	EZ Putt Putt #69446	US	US	09	01	entertainment	10/2018	2014-07-30	2016-01-04	728	728	6207	PURCHASE	0.0		539.7				1.0			0.0	534.12	0.0
8736	472557727	472557727	20000.0	11888.76	2016-12-25 01:43:53	38.28	Dinosaur Sandwitch Bar #08794	US	US	09	01	food	01/2027	2010-12-29	2016-10-09	959	959	2623	PURCHASE	0.0		8111.24				1.0			0.0	38.279999999999745	0.0
8746	267864729	267864729	15000.0	14943.19	2016-01-06 02:20:51	56.81	South Steakhouse #157238	US	US	05	01	food	03/2029	2015-07-01	2015-07-01	135	135	6139	PURCHASE	0.0		56.81				1.0			0.0	56.81	0.0
8748	267864729	267864729	15000.0	4163.9	2016-06-04 05:43:03	118.37	target.com	US	US	05	08	online_retail	08/2025	2015-07-01	2015-07-01	673	673	9519	PURCHASE	0.0		10836.1				0.0			0.0	118.3700000000008	0.0
8750	267864729	267864729	15000.0	10056.83	2016-08-28 00:25:16	207.82	West End Beauty #220471	MEX	MEX	09	01	personal care	04/2022	2015-07-01	2015-07-01	673	673	9519	PURCHASE	0.0		4943.17				1.0			0.0	207.8199999999997	0.0
8751	267864729	267864729	15000.0	8413.22	2016-09-07 13:00:33	62.52	Universe Massage #320094	US	US	09	08	personal care	01/2021	2015-07-01	2015-07-01	135	135	6139	PURCHASE	0.0		6586.78				1.0			0.0	62.51999999999953	0.0
8752	267864729	267864729	15000.0	9042.89	2016-11-14 18:32:32	128.83	53rd Massage	US	US	09	01	personal care	09/2023	2015-07-01	2015-07-01	673	673	9519	PURCHASE	0.0		5957.11				1.0			0.0	128.82999999999993	0.0
8766	832663881	832663881	7500.0	6041.68	2016-05-24 18:41:47	177.39	alibaba.com	US	US	05	08	online_retail	09/2018	2011-10-10	2011-10-10	790	790	2367	PURCHASE	0.0		1458.32				0.0			0.0	177.38999999999987	0.0
8772	141226530	141226530	15000.0	3733.52	2016-06-11 10:44:10	517.99	Quizno's #44090	US	US	05	01	fastfood	01/2022	2015-12-16	2015-12-16	809	809	4426	PURCHASE	0.0		11266.48				1.0			0.0	517.9899999999998	0.0
8774	141226530	141226530	15000.0	2297.44	2016-09-19 09:00:13	34.73	Quizno's #135061	US	US	05	01	fastfood	11/2023	2015-12-16	2015-12-16	809	809	4426	PURCHASE	0.0		12702.56				1.0			1.0	34.72999999999956	0.0
8795	491053456	491053456	5000.0	4072.48	2016-04-04 03:26:52	272.08	Delta Airlines	US	US	09	01	airline	03/2026	2014-01-19	2014-01-19	873	873	5222	PURCHASE	0.0		927.52				0.0			0.0	272.0799999999999	0.0
8798	752400277	752400277	1000.0	460.78	2016-04-09 02:02:57	132.82	walmart.com	US	US	02	01	online_retail	07/2030	2015-03-06	2015-03-06	548	548	2359	PURCHASE	0.0		539.22				0.0			0.0	132.82000000000005	0.0
8802	752400277	752400277	1000.0	687.16	2016-11-28 07:18:57	14.26	apple.com	US	US	09	01	online_retail	02/2030	2015-03-06	2015-03-06	548	548	2359	PURCHASE	0.0		312.84				0.0			0.0	14.259999999999991	0.0
8803	441412129	441412129	2500.0	1292.5	2016-02-08 17:45:10	66.19	Ray's Fries #745083	US	US	90	01	food	05/2027	2015-01-14	2015-01-14	305	305	1028	PURCHASE	0.0		1207.5				1.0			0.0	66.19000000000005	0.0
8805	441412129	441412129	2500.0	1688.0	2016-03-23 13:29:12	27.22	McDonalds #292597	US	US	02	01	fastfood	03/2027	2015-01-14	2015-01-14	305	305	1028	PURCHASE	0.0		812.0				1.0			0.0	27.220000000000027	0.0
8808	441412129	441412129	2500.0	2224.54	2016-07-04 16:05:08	141.01	1st Sandwitch Bar #758805	US	US	09	01	food	01/2022	2015-01-14	2015-01-14	305	305	1028	PURCHASE	0.0		275.46				1.0			0.0	141.01	0.0
8809	321339733	321339733	7500.0	1728.24	2016-02-04 21:58:06	223.63	WSC #703834	US	US	02	08	health	09/2020	2015-05-30	2015-05-30	589	589	7814	PURCHASE	0.0		5771.76				0.0			0.0	223.6300000000001	0.0
8810	321339733	321339733	7500.0	1504.61	2016-02-04 21:59:21	223.63	WSC #703834	US	US	02	08	health	09/2020	2015-05-30	2015-05-30	589	589	7814	PURCHASE	0.0		5995.39				0.0			0.0	223.6300000000001	0.0
8815	321339733	321339733	7500.0	2611.98	2016-05-11 12:00:40	220.37	WSC #47619	US	US	90	08	health	04/2023	2015-05-30	2015-05-30	496	496	3154	PURCHASE	0.0		4888.02				0.0			0.0	220.3700000000008	0.0
8819	321339733	321339733	7500.0	470.07	2016-08-25 22:37:16	28.16	Powerlifting #356245	US	US	09	01	health	04/2030	2015-05-30	2015-05-30	496	496	3154	PURCHASE	0.0		7029.93				0.0			0.0	28.159999999999854	0.0
8820	321339733	321339733	7500.0	6487.03	2016-09-27 14:46:56	326.87	Walgreens #317795	US	US	09	01	health	06/2020	2015-05-30	2015-05-30	589	589	7814	PURCHASE	0.0		1012.97				0.0			0.0	326.87	0.0
8824	882263434	882263434	7500.0	7007.15	2016-08-08 06:36:23	201.86	Best Pub	US	US	05	01	food	06/2019	2013-10-01	2013-10-01	532	532	7061	PURCHASE	0.0		492.85				1.0			0.0	201.86	0.0
8834	818645811	818645811	2500.0	1433.8	2016-06-01 21:37:19	241.39	Quizno's #942672	US	US	05	01	fastfood	01/2030	2015-12-26	2015-12-26	832	832	6256	PURCHASE	0.0		1066.2				1.0			0.0	241.3900000000001	0.0
8842	336610589	336610589	5000.0	3283.29	2016-04-01 12:26:00	176.06	NY News	US	US	05	01	subscriptions	12/2028	2012-09-09	2012-09-09	618	618	5597	PURCHASE	0.0		1716.71				0.0			0.0	176.05999999999995	0.0
8853	481310282	481310282	250.0	83.0	2016-02-13 20:02:27	21.42	Delta Airlines	US	US	05	01	airline	04/2022	2011-10-08	2011-10-08	493	493	311	PURCHASE	0.0		167.0				0.0			0.0	21.419999999999987	0.0
8859	481310282	481310282	250.0	66.43	2016-04-30 14:58:06	571.99	sears.com	US	US	02	01	online_retail	02/2030	2011-10-08	2011-10-08	493	493	311	PURCHASE	0.0		183.57				0.0			0.0	183.57	0.0
8866	481310282	481310282	250.0	166.51	2016-09-18 01:16:16	83.49	Uber	US	US	02	08	rideshare	11/2018	2011-10-08	2016-07-31	493	493	311	PURCHASE	0.0		83.49				0.0			0.0	83.49	0.0
8868	481310282	481310282	250.0	173.87	2016-10-26 01:42:11	180.85	Domino's Pizza #530652	US	US	05	01	fastfood	03/2026	2011-10-08	2016-07-31	493	493	311	PURCHASE	0.0		76.13				1.0			0.0	-45.69	0.0
8880	789448656	789448656	500.0	250.87	2016-01-30 01:27:09	48.17	sears.com	US	US	02	01	online_retail	12/2021	2014-09-24	2014-09-24	566	566	5134	PURCHASE	0.0		249.13				0.0			0.0	48.16999999999999	0.0
8883	789448656	789448656	500.0	358.13	2016-03-10 21:54:32	45.07	oldnavy.com	US	US	05	01	online_retail	12/2020	2014-09-24	2014-09-24	566	566	5134	PURCHASE	0.0		141.87				0.0			0.0	45.07000000000001	0.0
8892	789448656	789448656	500.0	423.35	2016-06-17 15:22:00	76.65	amazon.com	US	US	05	01	online_retail	01/2022	2014-09-24	2016-05-21	566	566	5134	PURCHASE	0.0		76.65				0.0			0.0	76.65	0.0
8893	789448656	789448656	500.0	421.57	2016-07-01 14:35:37	9.3	cheapfast.com	US	US	05	01	online_retail	05/2025	2014-09-24	2016-05-21	566	566	5134	PURCHASE	0.0		78.43				0.0			0.0	9.300000000000011	0.0
8897	789448656	789448656	500.0	500.0	2016-11-29 00:20:13	328.46	target.com	US	US	09	08	online_retail	09/2019	2014-09-24	2016-10-31	566	566	5134	PURCHASE	0.0		0.0				0.0			0.0	-174.62	0.0
8905	432613256	432613256	5000.0	2531.53	2016-10-18 11:53:00	173.72	Popeyes #662019	US	US	02	01	fastfood	09/2027	2011-02-25	2011-02-25	476	476	4161	PURCHASE	0.0		2468.47				1.0			0.0	173.7199999999998	0.0
8916	591210319	591210319	7500.0	4889.19	2016-04-28 04:27:14	68.47	Lyft	US	US	02	01	rideshare	04/2025	2015-11-19	2015-11-19	241	241	2119	PURCHASE	0.0		2610.81				0.0			0.0	68.4699999999998	0.0
8917	591210319	591210319	7500.0	4663.27	2016-05-07 23:20:41	50.72	Uber	US	US	09	08	rideshare	11/2029	2015-11-19	2015-11-19	206	206	0000	PURCHASE	0.0		2836.73				0.0			0.0	50.7199999999998	0.0
8926	230204185	230204185	7500.0	3353.24	2016-05-12 17:29:28	5.82	apple.com	US	US	09	08	online_retail	11/2025	2012-12-19	2012-12-19	460	460	4686	PURCHASE	0.0		4146.76				0.0			0.0	5.8200000000006185	0.0
8931	124379279	124379279	10000.0	9606.61	2016-09-09 07:38:20	283.06	Regal Cinemas #729464	US	US	05	01	entertainment	03/2021	2015-07-22	2015-07-22	179	179	0000	PURCHASE	0.0		393.39				1.0			0.0	283.06	0.0
8942	438087976	438087976	15000.0	14280.85	2016-01-23 18:11:41	17.36	sears.com	US	US	02	01	online_retail	12/2024	2011-12-04	2011-12-04	979	979	3300	PURCHASE	0.0		719.15				0.0			0.0	17.360000000000014	0.0
8961	459485119	459485119	10000.0	5664.96	2016-06-18 00:01:19	196.71	AMC #191138	US	US	09	01	entertainment	04/2024	2013-03-15	2013-03-15	639	639	0000	PURCHASE	0.0		4335.04				1.0			0.0	196.71000000000004	0.0
8965	459485119	459485119	10000.0	9406.95	2016-10-02 14:34:47	56.87	EZ Putt Putt #40513	US	US	09	08	entertainment	01/2025	2013-03-15	2013-03-15	639	639	0000	PURCHASE	0.0		593.05				1.0			0.0	56.870000000000005	0.0
